BET_Name,TEDataIP,Parent_Interface
MRG1C155-M01H-C-EG,10.50.73.122,ge-0/0/2
MRGC156-M01H-C-EG,10.50.73.130,ge-0/0/3
MARGC157-M01H-C-EG,10.50.73.138,ge-0/0/4
MRG1C158-M01H-C-EG,10.50.73.146,ge-0/0/5
MARGC159-M01H-C-EG,10.50.73.154,ge-0/0/6
MARGC160-M01H-C-EG,10.50.73.162,ge-0/0/7
MARGC115-M01H-C-EG,10.50.72.122,ge-0/0/8
MARGC116-M01H-C-EG,10.50.72.130,ge-0/0/9
MRG1C117-M01H-C-EG,10.50.72.138,ge-0/1/0
MARGC123-M01H-C-EG,10.50.140.186,ge-0/1/1
MARG161-M01H-C-EG,10.50.140.194,ge-0/1/2
MRG1C165-M01H-C-EG,10.50.140.202,ge-0/1/3
MRG1C178-M01H-C-EG,10.50.140.210,ge-0/1/4
MRG1C179-M01H-C-EG,10.50.140.218,ge-0/1/5
MRG1C180-M01H-C-EG,10.50.140.226,ge-0/1/6
MRG1C189-M01H-C-EG,10.50.140.242,ge-0/1/7
MRG1C190-M01H-C-EG,10.50.140.250,ge-0/1/8
MRG1C102-M01H-C-EG,10.50.72.18,ge-1/0/2
MARGC103-M01H-C-EG,10.50.72.26,ge-1/0/3
MARGC104-M01Z-C-EG,10.50.72.34,ge-1/0/4
MRG1C105-M01H-C-EG,10.50.72.42,ge-1/0/5
MARGC106-M01H-C-EG,10.50.72.50,ge-1/0/6
MARGC107-M01H-C-EG,10.50.72.58,ge-1/0/7
MARGC108-M01H-C-EG,10.50.72.66,ge-1/0/8
MARGC109-M01H-C-EG,10.50.72.74,ge-1/0/9
MRG1C110-M01H-C-EG,10.50.72.82,ge-1/1/0
MARG111-M01H-C-EG,10.50.72.90,ge-1/1/1
MARGC112-M01H-C-EG,10.50.72.98,ge-1/1/2
MARG113-M01H-C-EG,10.50.72.106,ge-1/1/3
MRG1C114-M01H-C-EG,10.50.72.114,ge-1/1/4
MRG1C210-M01H-C-EG,10.50.140.234,ge-1/1/5
MARG1C96-M01H-C-EG,10.50.140.154,ge-1/1/6
MARG1C97-M01H-C-EG,10.50.140.162,ge-1/1/7
MARG98-M01H-C-EG,10.50.140.170,ge-1/1/8
MARG1C99-M01H-C-EG,10.50.140.178,ge-1/1/9
MNSRW175-M01Z-DK-EG,10.60.37.226,ge-0/0/5
MNSWT178-M01Z-DK-EG,10.60.37.234,ge-0/0/6
MNSWT177-M01Z-DK-EG,10.60.37.242,ge-0/0/7
MNSRA178-M01Z-DK-EG,10.60.37.250,ge-0/0/8
MNSGC179-M01Z-DK-EG,10.60.38.2,ge-0/0/9
MNSWT170-M01H-DK-EG,10.50.167.106,ge-0/1/0
MNSWT171-M01H-DK-EG,10.50.167.114,ge-0/1/1
MNSWT172-M01H-DK-EG,10.50.167.122,ge-0/1/2
MNSUR180-M01Z-DK-EG,10.60.38.10,ge-0/1/3
MNSGC181-M01Z-DK-EG,10.60.38.18,ge-0/1/4
MNSGC182-M01Z-DK-EG,10.60.38.26,ge-0/1/5
MANSW183-M01Z-DK-EG,10.60.38.34,ge-0/1/6
MNRWC184-M01Z-DK-EG,10.60.38.42,ge-0/1/7
MNSGC185-M01Z-DK-EG,10.60.38.50,ge-0/1/8
MNSRW186-M01Z-DK-EG,10.60.38.58,ge-0/1/9
MNRWC187-M01Z-DK-EG,10.60.38.66,ge-1/0/5
MNSWC188-M01Z-DK-EG,10.60.38.74,ge-1/0/6
MNSWC189-M01Z-DK-EG,10.60.38.82,ge-1/0/7
MNSWC190-M01Z-DK-EG,10.60.57.122,ge-1/1/0
MNSWC190-M02Z-DK-EG,10.60.57.123,ge-1/1/0
MANSW191-M01Z-DK-EG,10.60.57.130,ge-1/1/1
MANSW191-M02Z-DK-EG,10.60.57.131,ge-1/1/1
MNSWC192-M01Z-DK-EG,10.60.57.138,ge-1/1/2
MNSWC192-M02Z-DK-EG,10.60.57.139,ge-1/1/2
TGMOKHMS-M20H-C-EG,10.41.160.46,TenGigE0/0/0/18
WSYDA950-M01H-ASN-EG,10.60.60.18,ge-0/0/5
SHRTN140-M01H-C-EG,10.60.65.74,ge-0/0/4
NZH2C141-M01H-C-EG,10.60.58.82,ge-0/1/0
NOZHC191-M01Z-C-EG,10.50.245.178,ge-0/0/4
NZH3C192-M01Z-C-EG,10.50.245.186,ge-0/0/5
NZH3C193-M01Z-C-EG,10.50.245.194,ge-0/0/6
NOZHC194-M01Z-C-EG,10.50.245.202,ge-0/0/7
NZH3C195-M01Z-C-EG,10.50.245.210,ge-0/0/8
NZH3C196-M01Z-C-EG,10.50.245.218,ge-0/0/9
NZH3C197-M01Z-C-EG,10.50.245.226,ge-0/1/0
NZH3C198-M01Z-C-EG,10.50.245.242,ge-0/1/1
NZH3C199-M01Z-C-EG,10.50.245.250,ge-0/1/2
NOZHA200-M01Z-C-EG,10.50.245.234,ge-0/1/3
NZH3C201-M01Z-C-EG,10.50.246.2,ge-0/1/4
NZH3C202-M01Z-C-EG,10.50.246.10,ge-0/1/5
NOZHA203-M01Z-C-EG,10.50.246.18,ge-0/1/6
NOZHA204-M01Z-C-EG,10.50.246.26,ge-0/1/7
NOZHA205-M01Z-C-EG,10.50.246.34,ge-0/1/8
NZH3C206-M01Z-C-EG,10.50.246.42,ge-0/1/9
NOZHC213-M01Z-C-EG,10.50.246.50,ge-0/2/2
NZH3C214-M01Z-C-EG,10.50.246.58,ge-0/2/3
NZH3C215-M01Z-C-EG,10.50.246.66,ge-0/2/4
NZH3C216-M01Z-C-EG,10.50.246.74,ge-0/2/5
NZH3C217-M01Z-C-EG,10.50.246.82,ge-0/2/6
NOZHA218-M01Z-C-EG,10.50.246.90,ge-0/2/7
NZH3C219-M01Z-C-EG,10.50.246.98,ge-0/2/8
NZH3C220-M01Z-C-EG,10.50.246.106,ge-0/2/9
NZH3C221-M01Z-C-EG,10.50.246.114,ge-0/3/0
NOZHA231-M01Z-C-EG,10.50.246.122,ge-0/3/1
NOZHA232-M01Z-C-EG,10.50.246.130,ge-0/3/2
NZH3C233-M01Z-C-EG,10.50.246.138,ge-0/3/3
NZH3C234-M01Z-C-EG,10.50.246.146,ge-0/3/4
NOZHA240-M01Z-C-EG,10.60.31.82,ge-0/3/6
NZH3C241-M01Z-C-EG,10.60.31.90,ge-0/3/7
NZH3C242-M01Z-C-EG,10.60.31.98,ge-0/3/8
NZH3C243-M01Z-C-EG,10.60.31.106,ge-0/3/9
NZH3C244-M01Z-C-EG,10.60.31.114,ge-1/0/2
NZH3C245-M01Z-C-EG,10.60.31.122,ge-1/0/3
NZH3C246-M01Z-C-EG,10.60.31.130,ge-1/0/4
NOZHA247-M01Z-C-EG,10.60.31.138,ge-1/0/5
NOZHA248-M01Z-C-EG,10.60.31.146,ge-1/0/6
NOZHA249-M01Z-C-EG,10.60.31.154,ge-1/0/7
NZHA3C250-M01Z-C-EG,10.60.31.162,ge-1/0/8
NZH3C251-M01Z-C-EG,10.60.31.170,ge-1/0/9
FWALA54-M01Z-C-EG,10.60.28.18,ge-0/0/4
FWALA55-M01Z-C-EG,10.60.28.26,ge-0/0/5
FWALA56-M01Z-C-EG,10.60.28.34,ge-0/0/6
FWALA58-M01Z-C-EG,10.60.28.50,ge-0/0/7
FWALA59-M01Z-C-EG,10.60.28.58,ge-0/0/8
FWALA60-M01Z-C-EG,10.60.28.66,ge-0/0/9
FAWALA61-M01Z-C-EG,10.60.28.74,ge-0/1/0
FWALA62-M01Z-C-EG,10.60.28.82,ge-0/1/1
FWALA63-M01Z-C-EG,10.60.28.90,ge-0/1/2
FWALA65-M01Z-C-EG,10.60.28.106,ge-0/1/3
FWALA66-M01Z-C-EG,10.60.28.114,ge-0/1/4
FWALA66-M02Z-C-EG,10.60.28.115,ge-0/1/4
FAWALA68-M01Z-C-EG,10.60.28.130,ge-0/1/5
FWALAC70-M01Z-C-EG,10.60.28.146,ge-0/1/6
FWALAC71-M01Z-C-EG,10.60.28.154,ge-0/1/7
FWALAC72-M01Z-C-EG,10.60.28.162,ge-0/1/8
FAWLAC73-M01Z-C-EG,10.60.28.170,ge-0/1/9
FAWLAC74-M01Z-C-EG,10.60.28.178,ge-1/0/2
SMRTV901-M01H-GZ-EG,10.41.172.2,xe-1/1/4
Voice1782-M01H-C-EG,10.41.84.58,xe-1/1/5
MASAED-M01H-SHG-EG,10.41.128.154,ae2
MASAED-M02H-SHG-EG,10.41.217.158,ge-0/0/5
MASAED1-M01H-SHG-EG,10.50.214.2,ge-0/0/6
MASAED02-M01H-SHG-EG,10.50.214.10,ge-0/0/7
MASAED03-M01H-SHG-EG,10.50.214.18,ge-0/0/8
MASAED04-M01H-SHG-EG,10.50.214.26,ge-0/0/9
MASAED05-M01H-SHG-EG,10.50.214.34,ge-0/1/0
MASAED06-M01H-SHG-EG,10.50.214.42,ge-0/1/1
MASAED07-M01H-SHG-EG,10.50.214.50,ge-0/1/2
FAWLA904-M01H-C-EG,10.60.48.130,ge-0/0/8
AWYDC105-M01Z-ALX-EG,10.60.61.162,ge-0/0/6
AWYDC105-M02Z-ALX-EG,10.60.61.163,ge-0/0/6
Voice2137-M01Z-C-EG,10.60.126.130,ge-0/0/6
MUBARK62-M01Z-ALX-EG,10.60.126.138,ge-0/0/7
MBRKAX63-M01Z-ALX-EG,10.60.126.146,ge-0/0/8
MUBRKC64-M01Z-ALX-EG,10.60.126.154,ge-0/0/9
MBRKAX65-M01Z-ALX-EG,10.60.126.162,ge-0/1/0
MRG1C173-M01Z-C-EG,10.50.250.218,ge-0/0/4
MRG1C174-M01Z-C-EG,10.50.250.226,ge-0/0/5
MRG1C175-M01Z-C-EG,10.50.250.242,ge-0/0/6
MRG1C176-M01Z-C-EG,10.50.250.250,ge-0/0/7
MRG1C182-M01Z-C-EG,10.50.251.10,ge-0/0/8
MARG183-M01Z-C-EG,10.50.251.18,ge-0/0/9
MRG1C184-M01Z-C-EG,10.50.251.26,ge-0/1/0
MRG1C185-M01Z-C-EG,10.50.251.34,ge-0/1/1
MRG1C186-M01Z-C-EG,10.50.251.42,ge-0/1/2
MRG1C187-M01Z-C-EG,10.50.251.50,ge-0/1/3
MARG188-M01Z-C-EG,10.50.251.58,ge-0/1/4
MRG1C192-M01Z-C-EG,10.50.251.74,ge-0/1/5
MARG193-M01Z-C-EG,10.50.251.82,ge-0/1/6
MRG1C194-M01Z-C-EG,10.50.251.90,ge-0/1/7
MRG1C195-M01Z-C-EG,10.50.251.98,ge-0/1/8
MRG1C196-M01Z-C-EG,10.50.251.106,ge-0/1/9
MRG1C197-M01Z-C-EG,10.50.251.114,ge-0/2/2
MRG1C198-M01Z-C-EG,10.50.251.122,ge-0/2/3
MRG1C200-M01Z-C-EG,10.50.251.138,ge-0/2/4
MRG1C201-M01Z-C-EG,10.50.251.146,ge-0/2/5
MRG1C202-M01Z-C-EG,10.50.251.154,ge-0/2/6
MRG1C203-M01Z-C-EG,10.50.251.162,ge-0/2/7
MRG1C204-M01Z-C-EG,10.50.251.170,ge-0/2/8
MRG1C206-M01Z-C-EG,10.50.251.186,ge-0/2/9
MRG1C207-M01Z-C-EG,10.50.251.194,ge-0/3/0
MRG1C215-M01Z-C-EG,10.50.250.74,ge-0/3/1
MRG1C224-M01H-C-EG,10.60.122.138,ge-1/1/0
MRG1C224-M02H-C-EG,10.60.122.139,ge-1/1/0
KFRDWR18-M01H-BH-EG,10.40.49.66,ge-1/0/9
KFRDWR18-M02H-BH-EG,10.40.49.67,ge-1/0/9
NAGMOTM5-M01Z-AST-EG,10.50.210.218,ge-0/0/4
NGMOMD-M01H-AST-EG,10.41.130.26,ge-0/0/5
KARMZC72-M01Z-ALX-EG,10.60.123.218,ge-0/0/6
MHMDIA54-M01Z-BH-EG,10.60.138.90,ge-0/0/6
RASHDA-M01H-WAD-EG,10.41.171.42,ge-0/0/4
RASHDA08-M01Z-WAD-EG,10.60.55.122,ge-0/0/5
ELRSHDC5-M01H-WAD-EG,,ge-0/0/6
RSHDAC6-M01H-WAD-EG,,ge-0/0/7
RSHDAC7-M01H-WAD-EG,,ge-0/0/8
RSHDAC10-M01H-WAD-EG,,ge-0/1/0
GLAWIA-M01H-SHG-EG,10.41.111.226,ge-0/0/4
GLWIAHC1-M01Z-SHG-EG,10.50.212.186,ge-0/0/5
GLWIAHC2-M01Z-SHG-EG,10.50.212.194,ge-0/0/6
GLWIAHC3-M01Z-SHG-EG,10.50.212.202,ge-0/0/7
GLWIAHC4-M01Z-SHG-EG,10.50.212.210,ge-0/0/8
GLWIAH10-M01Z-SHG-EG,10.50.214.218,ge-0/0/9
GLWIHC20-M01H-SHG-EG,10.60.118.194,ge-0/1/0
GLWIHC21-M01H-SHG-EG,10.60.118.202,ge-0/1/1
GLWIHC22-M01H-SHG-EG,10.60.118.210,ge-0/1/2
DIRGND-M01H-AST-EG,10.41.177.98,ge-0/0/4
DIRGND-M02H-AST-EG,10.41.244.178,ge-0/0/5
DIRGNDL1-M01Z-AST-EG,10.60.44.82,ge-0/0/6
DRGNDL20-M01Z-AST-EG,10.60.80.178,ge-0/0/7
DRGNDL21-M01Z-AST-EG,10.60.80.186,ge-0/0/8
DIRGND22-M01Z-AST-EG,10.60.80.194,ge-0/0/9
DRGNDC23-M01Z-AST-EG,10.60.80.202,ge-0/1/0
TUNIS-M01H-SHG-EG,10.41.111.166,ge-0/0/5
Voice2475-M01H-C-EG,10.60.148.82,ge-0/0/4
SHKZC229-M01Z-IS-EG,10.60.148.90,ge-0/0/5
SHZIS234-M01Z-IS-EG,10.60.148.98,ge-0/0/6
SHZIS260-M01Z-IS-EG,10.60.148.106,ge-0/0/7
SHZIS262-M01Z-IS-EG,10.60.148.114,ge-0/0/8
SHZIS263-M01Z-IS-EG,10.60.148.122,ge-0/0/9
SHZIS264-M01Z-IS-EG,10.60.148.130,ge-0/1/0
SHZIS265-M01Z-IS-EG,10.60.148.138,ge-0/1/1
SHZIS268-M01Z-IS-EG,10.60.148.146,ge-0/1/2
SHZIS269-M01Z-IS-EG,10.60.148.154,ge-0/1/3
SHZIS271-M01Z-IS-EG,10.60.148.162,ge-0/1/4
SHKZC274-M01Z-IS-EG,10.60.148.170,ge-0/1/5
SHZIS281-M01Z-IS-EG,10.60.148.178,ge-0/1/6
SHKZC291-M01Z-IS-EG,10.60.148.186,ge-0/1/7
SHZIS299-M01Z-IS-EG,10.60.148.194,ge-0/1/8
RODFRG78-M01Z-C-EG,10.60.29.186,ge-0/0/4
RODFRG79-M01Z-C-EG,10.60.29.194,ge-0/0/5
RODFRG80-M01Z-C-EG,10.60.29.202,ge-0/0/6
RODFRG80-M02Z-C-EG,10.60.29.203,ge-0/0/6
RODEFC81-M01Z-C-EG,10.60.29.210,ge-0/0/7
RODFRG82-M01Z-C-EG,10.60.29.218,ge-0/0/8
RODFRG84-M01Z-C-EG,10.60.29.234,ge-0/0/9
RODFRG85-M01Z-C-EG,10.60.29.242,ge-0/1/0
RODFRG86-M01Z-C-EG,10.60.29.250,ge-0/1/1
RODFRG90-M01Z-C-EG,10.60.30.2,ge-0/1/2
RODFRG90-M02Z-C-EG,10.60.30.3,ge-0/1/2
RODFRG92-M01Z-C-EG,10.60.30.18,ge-0/1/3
RODFRG93-M01Z-C-EG,10.60.30.26,ge-0/1/4
RODFRG94-M01Z-C-EG,10.60.30.34,ge-0/1/5
RODFRG95-M01Z-C-EG,10.60.30.42,ge-0/1/6
RODFRG96-M01Z-C-EG,10.60.30.50,ge-0/1/7
ISMC117-M01Z-IS-EG,10.60.148.18,ge-0/0/7
ISMC118-M01Z-IS-EG,10.60.148.26,ge-0/1/0
ISMC119-M01Z-IS-EG,10.60.148.34,ge-0/1/1
ISMLA120-M01Z-IS-EG,10.60.148.42,ge-0/1/2
PARIS-M01H-WAD-EG,10.41.221.166,ge-0/0/5
PARISC1-M01Z-WAD-EG,10.50.211.66,ge-0/0/7
PARISC2-M01Z-WAD-EG,10.50.211.74,ge-0/0/8
PARISC3-M01Z-WAD-EG,10.50.211.82,ge-0/0/9
PARISC4-M01Z-WAD-EG,10.50.211.90,ge-0/1/0
PARISC5-M01Z-WAD-EG,10.50.211.98,ge-0/1/1
PARISC6-M01Z-WAD-EG,10.50.211.106,ge-0/1/2
RDFRG136-M01H-C-EG,10.60.66.114,ge-0/0/4
AUTOC952-M01H-ALX-EG,10.60.63.74,ge-0/0/5
KFRSH179-M01Z-KFS-EG,10.60.136.218,ge-0/0/7
QASR-M01H-WAD-EG,10.41.218.182,ge-0/0/4
QASR-M02H-WAD-EG,10.41.138.206,ge-0/0/5
QASRC05-M01Z-WAD-EG,10.60.55.130,ge-0/0/6
QASRC6-M01Z-WAD-EG,,ge-0/0/7
QASRC7-M01Z-WAD-EG,,ge-0/0/8
QASRC8-M01Z-WAD-EG,,ge-0/0/9
QASRC9-M01Z-WAD-EG,,ge-0/1/0
QASRC10-M01Z-WAD-EG,,ge-0/1/1
QASRC11-M01Z-WAD-EG,,ge-0/1/2
QASRC12-M01Z-WAD-EG,,ge-0/1/3
QASRC13-M01Z-WAD-EG,,ge-0/1/4
SHZWYD-M01H-SIN-EG,10.60.58.138,GigabitEthernet0/3/2.942
SHKZW950-M01H-SIN-EG,10.60.58.139,GigabitEthernet0/3/2.942
SHZYD951-M01H-SIN-EG,10.60.62.122,GigabitEthernet0/3/7.942
SHZYD951-M02H-SIN-EG,10.60.62.123,GigabitEthernet0/3/7.942
SHKZW953-M01H-SIN-EG,10.60.58.130,GigabitEthernet0/4/0.942
EZBQSRC9-M01Z-WAD-EG,10.60.56.34,ge-0/0/5
EZBQSRC5-M01Z-WAD-EG,,ge-0/0/6
ELRSHDC6-M01Z-WAD-EG,,ge-0/0/7
EZBQASR7-M01Z-WAD-EG,,ge-0/0/8
EZBQSRC8-M01Z-WAD-EG,,ge-0/0/9
Voice1959-M01H-C-EG,10.60.64.146,ge-0/0/4
Voice2140-M01H-C-EG,,ge-0/0/5
QNATR104-M01N-C-EG,10.60.67.250,ge-0/0/4
Voice1676-M02N-C-EG,10.60.67.251,ge-0/0/4
QNATR105-M01N-C-EG,10.60.68.2,ge-0/0/5
Voice1654-M02N-C-EG,10.60.68.3,ge-0/0/5
QNTER106-M01N-C-EG,10.60.68.18,ge-0/0/6
Voice1653-M02N-C-EG,10.60.68.19,ge-0/0/6
SALMIAH-M01H-KN-EG,10.41.128.186,ge-0/0/5
SALMIHC1-M01Z-KN-EG,10.60.9.146,ge-0/0/6
SALMIHC2-M01Z-KN-EG,10.60.9.154,ge-0/0/7
SALMIHC3-M01Z-KN-EG,10.60.9.162,ge-0/0/8
SALMIHC4-M01Z-KN-EG,10.60.9.170,ge-0/0/9
FISLSZ20-M01H-SUZ-EG,10.40.79.66,ge-0/1/2
FISLSZ21-M01H-SUZ-EG,10.40.79.74,ge-0/1/3
FISLSZ22-M01H-SUZ-EG,10.40.79.82,ge-0/1/4
FISLSZ23-M01H-SUZ-EG,10.40.79.90,ge-0/1/5
FISLSZ24-M01H-SUZ-EG,10.40.79.98,ge-0/1/6
FISLSZ25-M01H-SUZ-EG,10.40.79.106,ge-0/1/7
FISLSZ26-M01H-SUZ-EG,10.40.79.114,ge-0/1/8
FAISCB27-M01H-SUZ-EG,10.40.79.122,ge-0/1/9
SAFNSC1-M01H-AST-EG,10.60.47.130,ge-0/0/4
SAFADS-M01H-AST-EG,10.41.176.234,ge-0/0/5
ASERBNA-M01H-GH-EG,10.41.175.2,ge-0/0/4
ASERBNA-M02H-GH-EG,10.60.68.210,ge-0/0/4
ABOSERC5-M01Z-GH-EG,10.60.10.90,ge-0/0/5
ABOSR901-M01H-GH-EG,10.60.66.82,ge-0/0/8
TNT2C1-M01H-GH-EG,10.40.66.242,ge-0/0/5
TNT2C1-M02H-GH-EG,10.40.66.243,ge-0/0/5
SHBRN900-M01H-GH-EG,10.60.58.74,ge-0/0/6
SHBRN900-M02H-GH-EG,10.60.58.75,ge-0/0/6
MAHALA3-M01H-GH-EG,10.41.152.42,ge-0/1/2
BLKCB31-M01H-GZ-EG,10.40.91.210,ge-0/0/5
BLKCB31-M02H-GZ-EG,10.40.91.211,ge-0/0/5
BLQCB5-M01H-C-EG,10.40.13.34,ge-0/0/6
BLQCB5-M02H-C-EG,10.40.13.35,ge-0/0/6
BLKCB36-M01H-GZ-EG,10.40.92.242,ge-0/0/7
BLKCB36-M02H-GZ-EG,10.40.92.243,ge-0/0/7
BLAKCB42-M01H-GZ-EG,10.40.93.74,ge-0/0/8
BLAKCB42-M02H-GZ-EG,10.40.93.75,ge-0/0/8
BOLAKC61-M01H-GZ-EG,10.40.93.226,ge-0/0/9
BOLAKC61-M02H-GZ-EG,10.40.93.227,ge-0/0/9
BLKCB48-M01H-GZ-EG,10.40.93.122,ge-0/1/0
BLKCB48-M02H-GZ-EG,10.40.93.123,ge-0/1/0
BOLKCB76-M01H-GZ-EG,10.40.239.82,ge-0/1/1
BOLKCB76-M02H-GZ-EG,10.40.239.83,ge-0/1/1
BLAKCB68-M01H-GZ-EG,10.40.213.106,ge-0/0/5
BLAKCB68-M02H-GZ-EG,10.40.213.107,ge-0/0/5
BLKCB78-M01H-GZ-EG,10.40.236.50,ge-0/0/6
BLKCB78-M02H-GZ-EG,10.40.236.51,ge-0/0/6
BOLAKC46-M01H-GZ-EG,10.40.93.106,ge-0/0/7
BOLAKC46-M02H-GZ-EG,10.40.93.107,ge-0/0/7
BLAKCB62-M01H-GZ-EG,10.40.81.146,ge-0/0/8
BLAKCB62-M02H-GZ-EG,10.40.81.147,ge-0/0/8
BLQCB4-M01H-C-EG,10.40.13.26,ge-0/0/9
BLQCB4-M02H-C-EG,10.40.13.27,ge-0/0/9
EMBABC74-M01H-GZ-EG,10.40.246.234,ge-0/1/0
EMBABC74-M02H-GZ-EG,10.40.246.235,ge-0/1/0
ZAWHC113-M01H-C-EG,10.50.36.50,ge-0/0/4
ZAWHC115-M01H-C-EG,10.50.36.66,ge-0/0/5
ZHMRA124-M01H-C-EG,10.50.36.138,ge-0/0/6
ZHMRA125-M01H-C-EG,10.50.36.146,ge-0/0/7
ZAWHC127-M01H-C-EG,10.50.36.162,ge-0/0/8
ZWHMR128-M01Z-C-EG,10.50.36.170,ge-0/0/9
ZHMRA130-M01H-C-EG,10.50.177.178,ge-0/1/0
ZAWHC131-M01H-C-EG,10.50.177.186,ge-0/1/1
ZHMRA132-M01H-C-EG,10.50.177.194,ge-0/1/2
ZAWHC133-M01H-C-EG,10.50.177.202,ge-0/1/3
ZHMRA140-M01Z-C-EG,10.50.178.2,ge-0/1/4
ZAWYA141-M01Z-C-EG,10.50.178.10,ge-0/1/5
ZAWYA142-M01Z-C-EG,10.50.178.18,ge-0/1/6
ZAWHC143-M01H-C-EG,10.50.178.26,ge-0/1/7
ZAWYA144-M01Z-C-EG,10.50.178.34,ge-0/1/8
ZAWHC145-M01H-C-EG,10.50.178.42,ge-0/1/9
ZAWHC146-M01H-C-EG,10.50.178.50,ge-1/0/2
ZAWHC147-M01H-C-EG,10.50.178.58,ge-1/0/3
ZAWHC148-M01H-C-EG,10.50.178.66,ge-1/0/4
ZAWHC149-M01H-C-EG,10.50.178.74,ge-1/0/5
ZAWHC150-M01H-C-EG,10.50.178.82,ge-1/0/6
ZAWHC151-M01H-C-EG,10.50.178.90,ge-1/0/7
ZWHMR152-M01Z-C-EG,10.50.178.98,ge-1/0/8
ZHMRA153-M01Z-C-EG,10.50.178.106,ge-1/0/9
ZAWHC154-M01H-C-EG,10.50.178.114,ge-1/1/0
ZAWHC155-M01H-C-EG,10.50.178.122,ge-1/1/1
ZAWYA70-M01H-C-EG,10.50.177.170,ge-1/1/2
ZWHMR83-M01Z-C-EG,10.50.35.66,ge-1/1/3
ZAWHC84-M01H-C-EG,10.50.35.74,ge-1/1/4
ZAWYA98-M01H-C-EG,10.50.35.186,ge-1/1/5
GHBASW-M01H-ASN-EG,10.41.127.106,ge-0/0/5
ASWNGC5-M01H-ASN-EG,,ge-0/0/7
Voice2440-M01Z-C-EG,,ge-0/0/8
Voice2368-M01H-C-EG,,ge-0/0/9
Voice2373-M01H-C-EG,,ge-0/1/0
Voice2370-M01H-C-EG,,ge-0/1/1
Voice2380-M01H-C-EG,,ge-0/1/2
Voice2374-M01H-C-EG,,ge-0/1/3
Voice2375-M01H-C-EG,,ge-0/1/4
GHNMAH-M01H-ASN-EG,10.41.131.90,ge-0/0/5
MFLSA950-M01H-ASN-EG,10.60.58.250,ge-0/0/4
MFLSACB1-M01H-ASN-EG,10.41.211.186,ge-0/0/5
HDRSS951-M01H-SUZ-EG,10.60.59.138,ae0
ZAWHC138-M01H-C-EG,10.50.177.250,ge-0/0/6
ZAWHC139-M01H-C-EG,10.50.177.234,ge-0/0/7
OMRNH126-M01N-GZ-EG,10.60.68.50,ge-0/0/9
OMRNH126-M02N-GZ-EG,,ge-0/0/9
OMRNC127-M01N-GZ-EG,10.60.68.58,ge-0/1/0
OMRNC127-M02N-GZ-EG,,ge-0/1/0
AGMNABD-M01H-DK-EG,10.41.216.18,ge-0/0/5
GERAHH-M01Z-DK-EG,10.41.216.34,ge-0/0/7
DERSAGA-M01H-DK-EG,10.41.216.58,ge-0/0/8
DERSAGA-M02H-ALX-EG,10.41.216.59,ge-0/0/8
KFRSHKW-M01H-DK-EG,10.41.216.50,ge-0/0/9
AGAC110-M01Z-DK-EG,10.60.127.26,ge-0/1/5
AGACB11-M01Z-DK-EG,10.60.127.34,ge-0/1/6
DMHRW121-M01Z-BH-EG,10.60.135.106,ge-0/0/7
HNVLC207-M01H-ALX-EG,,ge-0/1/9
HNVLC192-M01Z-ALX-EG,,ge-1/0/5
HNVLC196-M01Z-ALX-EG,,ge-1/0/9
HNVLC197-M01Z-ALX-EG,,ge-1/1/0
HNVLC198-M01Z-ALX-EG,,ge-1/1/1
HNVLC199-M01Z-ALX-EG,,ge-1/1/2
HNVLC200-M01Z-ALX-EG,,ge-1/1/3
HNVLC201-M01Z-ALX-EG,,ge-1/1/4
EDFOU-M01H-ASN-EG,10.41.131.178,ae1
EDFOUC43-M01Z-ASN-EG,10.60.146.250,ge-0/0/5
EDFOC44-M01Z-ASN-EG,,ge-0/0/6
EDFOC45-M01Z-ASN-EG,10.60.87.18,ge-0/0/7
RASHID50-M01Z-BH-EG,10.60.120.225,ge-0/0/4
TUR-M01H-JS-EG,10.41.190.10,ae0
ASWNWC01-M01Z-ASN-EG,10.42.249.154,ge-0/0/4
Voice1466-M01H-C-EG,10.60.60.2,ge-0/0/6
FERSIES-M01H-GH-EG,10.41.168.222,ge-0/0/5
FERSIES2-M01H-GH-EG,10.40.51.106,ge-0/0/8
FERSIES2-M02H-GH-EG,10.40.51.107,ge-0/0/8
FERSIES3-M01N-GH-EG,10.42.140.146,ge-0/1/0
FERSIES3-M02N-GH-EG,10.42.140.147,ge-0/1/0
FERSIES3-M03N-GH-EG,10.42.140.148,ge-0/1/0
FERSIES4-M01N-GH-EG,10.42.140.154,ge-0/1/1
FERSIES4-M02N-GH-EG,10.42.140.155,ge-0/1/1
FERSIES4-M03N-GH-EG,10.42.140.156,ge-0/1/1
FRSIS901-M01H-GH-EG,10.60.68.186,ge-0/1/4
FRSIS901-M02H-GH-EG,10.60.68.187,ge-0/1/4
TFHNAZB-M01H-GH-EG,10.41.194.246,ge-0/0/6
TFHNAZB1-M01H-GH-EG,10.40.161.162,ge-0/0/8
TFHNAZB1-M02H-GH-EG,10.40.161.163,ge-0/0/8
TFHNAZB2-M01H-GH-EG,10.40.161.170,ge-0/0/9
MHLTLBN-M01H-GH-EG,10.41.174.230,ge-0/0/7
MHABNC1-M01N-GH-EG,10.42.141.18,ge-0/1/0
MHABNC1-M02N-GH-EG,10.42.141.19,ge-0/1/0
