BET_Name,TEDataIP,Parent_Interface
Voice1313-M01H-C-EG,10.40.67.90,ge-0/1/2
Voice1314-M02H-C-EG,10.40.67.91,ge-0/1/2
Voice1732-M01H-C-EG,10.40.67.82,ge-0/1/3
Voice1758-M02H-C-EG,10.40.67.83,ge-0/1/3
FRSTCB15-M01H-KN-EG,10.40.122.42,ge-0/2/0
FRSHTC16-M01H-KN-EG,10.40.122.50,ge-0/2/1
FRSHOT13-M01H-KN-EG,10.40.122.26,ge-0/2/4
FRSHOT14-M01H-KN-EG,10.40.122.34,ge-0/2/5
FRSHTC17-M01H-KN-EG,10.40.122.58,ge-0/2/7
FRSHOT18-M01H-KN-EG,10.42.192.106,ge-0/3/0
FRSHOT19-M01Z-KN-EG,10.42.192.114,ge-0/3/1
FARSHOT-M01H-KN-EG,10.42.212.114,ge-0/3/2
FRSHTC25-M01Z-KN-EG,10.60.10.34,ge-0/3/4
FRSHTC27-M01Z-KN-EG,10.60.10.42,ge-0/3/5
FRSHTC29-M01Z-KN-EG,10.60.10.50,ge-0/3/6
MTHSNCB6-M01H-DK-EG,10.41.215.2,ge-0/0/4
MTHSNCB6-M02H-DK-EG,10.41.215.3,ge-0/0/4
METGHM21-M01H-DK-EG,10.41.242.186,ge-0/0/8
METGHM21-M02H-DK-EG,10.41.242.187,ge-0/0/8
METGHM20-M01H-DK-EG,10.40.116.194,ge-0/0/9
METNGCB1-M01H-DK-EG,10.41.215.50,ge-0/1/0
METNGCB1-M02H-DK-EG,10.41.215.51,ge-0/1/0
METNGCB2-M01H-DK-EG,10.41.215.58,ge-0/1/1
METNGCB2-M02H-DK-EG,10.41.215.59,ge-0/1/1
MTHSNCB5-M01H-DK-EG,10.41.215.74,ge-0/1/3
MTHSNCB5-M02H-DK-EG,10.41.215.75,ge-0/1/3
KFRSHRKW-M01H-DK-EG,10.41.215.82,ge-0/1/4
KFRSHRKW-M02H-DK-EG,10.41.215.83,ge-0/1/4
METGHMR1-M01H-DK-EG,10.41.215.90,ge-0/1/5
MTGHMR1-M03H-DK-EG,10.41.162.238,ge-0/1/6
MTGH1C79-M01H-DK-EG,10.42.78.194,ge-0/1/7
MTGH1C79-M02H-DK-EG,10.42.78.195,ge-0/1/7
MTGHMR1-M01H-DK-EG,10.41.162.250,ge-0/1/8
MTGHMR1-M02H-DK-EG,10.41.162.230,ge-0/1/9
METGMR80-M01H-DK-EG,10.42.78.202,ge-0/2/3
METGMR80-M02H-DK-EG,10.42.78.203,ge-0/2/3
MGHM1C24-M01H-DK-EG,10.40.121.194,ge-0/2/8
METGHC30-M01H-DK-EG,10.41.55.138,ge-0/3/0
METGHC30-M02H-DK-EG,10.41.55.139,ge-0/3/0
MTGMRC31-M01N-DK-EG,10.41.56.210,ge-0/3/1
MTGMRC31-M02N-DK-EG,10.41.56.211,ge-0/3/1
MTGMRC31-M03N-DK-EG,10.41.56.212,ge-0/3/1
MTGMRC32-M01N-DK-EG,10.41.56.218,ge-0/3/2
MTGMRC32-M02N-DK-EG,10.41.56.219,ge-0/3/2
MTGMRC32-M03N-DK-EG,10.41.56.220,ge-0/3/2
METGHC33-M01H-DK-EG,10.41.55.146,ge-0/3/3
METGHC34-M02H-DK-EG,10.41.55.147,ge-0/3/3
METGHC34-M01H-DK-EG,10.41.126.210,ge-0/3/4
METGHC34-M02H-DK-EG,10.41.126.211,ge-0/3/4
METGHC35-M01H-DK-EG,10.41.126.218,ge-0/3/5
METGHC35-M02H-DK-EG,10.41.126.219,ge-0/3/5
METGHC36-M01H-DK-EG,10.41.126.226,ge-0/3/6
METGHC36-M02H-DK-EG,10.41.126.227,ge-0/3/6
METGHC37-M01H-DK-EG,10.41.126.242,ge-0/3/7
METGHC37-M02H-DK-EG,10.41.126.243,ge-0/3/7
MTGH1C38-M01H-DK-EG,10.42.77.122,ge-0/3/8
MTGH1C38-M02H-DK-EG,10.42.77.123,ge-0/3/8
MTGHMC39-M01H-DK-EG,10.42.77.130,ge-0/3/9
MTGHMC39-M02H-DK-EG,10.42.77.131,ge-0/3/9
MTGHMC40-M01H-DK-EG,10.42.77.138,ge-1/0/0
MTGHMC40-M02H-DK-EG,10.42.77.139,ge-1/0/0
MTGHMC41-M01H-DK-EG,10.42.77.146,ge-1/0/1
MTGHMC41-M02H-DK-EG,10.42.77.147,ge-1/0/1
METGMR42-M01H-DK-EG,10.42.77.154,ge-1/0/2
METGMR43-M01H-DK-EG,10.42.77.162,ge-1/0/3
MTGH1C44-M01H-DK-EG,10.42.77.170,ge-1/0/4
METGMR45-M01H-DK-EG,10.42.77.178,ge-1/0/5
MTGH1C46-M01H-DK-EG,10.42.77.186,ge-1/0/6
MTGH1C46-M02H-DK-EG,10.42.77.187,ge-1/0/6
MTGHMC51-M02H-DK-EG,10.42.77.227,ge-1/1/1
MTGHMC51-M01H-DK-EG,10.42.77.226,ge-1/1/1
MTGHMC52-M01H-DK-EG,10.42.77.242,ge-1/1/2
MTGHMC53-M01H-DK-EG,10.42.77.250,ge-1/1/3
MTGH1C54-M01H-DK-EG,10.42.77.234,ge-1/1/4
MTGHMC61-M01H-DK-EG,10.42.78.50,ge-1/2/1
MTGHMC61-M02H-DK-EG,10.42.78.51,ge-1/2/1
METGMR68-M01H-DK-EG,10.42.78.106,ge-1/2/8
METGMR68-M02H-DK-EG,10.42.78.107,ge-1/2/8
MTGH1C69-M01H-DK-EG,10.42.78.114,ge-1/2/9
MTGH1C69-M02H-DK-EG,10.42.78.115,ge-1/2/9
METGMR70-M01H-DK-EG,10.42.78.122,ge-1/3/0
METGMR70-M02H-DK-EG,10.42.78.123,ge-1/3/0
MTGH1C71-M01H-DK-EG,10.42.78.130,ge-1/3/1
MTGH1C71-M02H-DK-EG,10.42.78.131,ge-1/3/1
METGMR72-M01H-DK-EG,10.42.78.138,ge-1/3/2
METGMR72-M02H-DK-EG,10.42.78.139,ge-1/3/2
MTGH1C73-M01H-DK-EG,10.42.78.146,ge-1/3/4
MTGH1C74-M01H-DK-EG,10.42.78.154,ge-1/3/5
MTGH1C74-M02H-DK-EG,10.42.78.155,ge-1/3/5
MTGH1C75-M01H-DK-EG,10.42.78.162,ge-1/3/6
MTGH1C75-M02H-DK-EG,10.42.78.163,ge-1/3/6
MTGH1C76-M01H-DK-EG,10.42.78.170,ge-1/3/7
MTGH1C76-M02H-DK-EG,10.42.78.171,ge-1/3/7
MTGH1C77-M01H-DK-EG,10.42.78.178,ge-1/3/8
MTGH1C77-M02H-DK-EG,10.42.78.179,ge-1/3/8
MTGH1C78-M01H-DK-EG,10.42.78.186,ge-1/3/9
MTGH1C78-M02H-DK-EG,10.42.78.187,ge-1/3/9
DIAST-M01H-DK-EG,10.41.153.30,ae0
DSTKTCB-M01H-DK-EG,10.40.171.34,ge-0/0/1
DSTKTCB-M02H-DK-EG,10.40.171.35,ge-0/0/1
DSTBCB-M01H-DK-EG,10.40.171.42,ge-0/0/2
DSTBCB-M02H-DK-EG,10.40.171.43,ge-0/0/2
DISTCB2-M01Z-DK-EG,10.42.79.234,ge-0/1/3
DIASTC6-M01Z-DK-EG,10.50.200.50,ge-0/1/6
DIASTC07-M01Z-DK-EG,10.50.200.58,ge-0/1/7
DEIAST08-M01H-DK-EG,10.60.49.138,ge-1/0/2
DEIAST08-M02H-DK-EG,10.60.49.139,ge-1/0/2
KMBLN-M01H-BH-EG,10.40.15.2,ge-0/0/1
KMBLN-M02H-BH-EG,10.40.15.3,ge-0/0/1
KMDMT-M01H-BH-EG,10.40.15.10,ge-0/0/2
KMDMT-M02H-BH-EG,10.40.15.11,ge-0/0/2
KOMHMD20-M01H-BH-EG,10.41.66.58,ge-0/0/4
KMHCB5-M01H-BH-EG,10.40.15.58,ge-0/0/5
KMHCB5-M02H-BH-EG,10.40.15.59,ge-0/0/5
KMHCB6-M01H-BH-EG,10.41.15.66,ge-0/0/6
KMHCB6-M02H-BH-EG,10.41.15.67,ge-0/0/6
KMHCB7-M01H-BH-EG,10.40.15.34,ge-0/0/7
KMHCB7-M02H-BH-EG,10.40.15.35,ge-0/0/7
TALKBRC11-M01H-BH-EG,10.40.15.82,ge-0/1/0
MARQCB12-M01H-BH-EG,10.40.133.218,ge-0/2/0
MARQCB12-M02H-BH-EG,10.40.133.219,ge-0/2/0
KMHMADA-M01H-BH-EG,10.41.134.230,ge-0/2/1
KOMHMC16-M01H-BH-EG,10.41.66.234,ge-0/2/2
KOHMDC17-M01H-BH-EG,10.41.6.218,ge-0/2/4
KMHDMC23-M01Z-BH-EG,10.41.25.122,ge-0/2/6
KMHMDA18-M01H-BH-EG,10.41.227.186,ge-0/2/7
KOMHMD21-M01H-BH-EG,10.41.66.66,ge-0/2/8
KOMHMD24-M01Z-BH-EG,10.42.35.210,ge-0/3/0
KOMHMD46-M01H-BH-EG,10.50.28.186,ge-0/3/3
KMHDMC22-M01Z-BH-EG,10.41.25.114,ge-0/3/7
KHMDAC25-M01Z-BH-EG,10.42.132.2,ge-1/0/0
KMHMDA26-M01Z-BH-EG,10.42.132.10,ge-1/0/1
KMHMDA26-M02Z-BH-EG,10.42.132.11,ge-1/0/1
KMHMDA27-M01Z-BH-EG,10.42.132.18,ge-1/0/2
KMHMDA28-M01Z-BH-EG,10.42.132.26,ge-1/0/3
KMHMDA28-M02Z-BH-EG,10.42.132.27,ge-1/0/3
KMHMDA29-M01Z-BH-EG,10.42.132.34,ge-1/0/4
KMHMDC42-M01Z-BH-EG,10.42.132.138,ge-1/0/5
KHMDAC30-M01H-BH-EG,10.42.132.42,ge-1/0/6
KMHMDC31-M01H-BH-EG,10.42.132.50,ge-1/0/7
KMHMDC32-M01H-BH-EG,10.42.132.58,ge-1/0/8
KHMDAC33-M01H-BH-EG,10.42.132.66,ge-1/0/9
KMHMDC34-M01H-BH-EG,10.42.132.74,ge-1/1/0
KHMDAC35-M01H-BH-EG,10.42.132.82,ge-1/1/1
KHMDAC36-M01H-BH-EG,10.42.132.90,ge-1/1/2
KMHMDC37-M01H-BH-EG,10.42.132.98,ge-1/1/3
KHMDAC38-M01H-BH-EG,10.42.132.106,ge-1/1/4
KHMDAC39-M01H-BH-EG,10.42.132.114,ge-1/1/5
KMHMDC40-M01H-BH-EG,10.42.132.122,ge-1/1/6
KMHMDC41-M01H-BH-EG,10.42.132.130,ge-1/1/7
KMHMDC47-M01H-BH-EG,10.50.28.194,ge-1/1/8
TNT1C13-M01Z-GH-EG,10.40.246.2,ge-0/0/2
TNT1CB18-M01H-GH-EG,10.40.246.42,ge-0/0/4
TNT1CB18-M02H-GH-EG,10.40.246.43,ge-0/0/4
TANTA1-M02H-GH-EG,10.41.177.194,ge-0/0/9
TANTA1-M01H-GH-EG,10.41.174.178,ge-0/0/9
KRFTAN38-M01H-GH-EG,10.40.51.114,ge-0/1/6
TANTC113-M01Z-GH-EG,10.50.18.114,ge-0/2/7
TANTC102-M01Z-GH-EG,10.42.246.82,ge-0/2/9
TANTC102-M02Z-GH-EG,10.42.246.83,ge-0/2/9
TNT1C103-M01H-GH-EG,10.42.246.90,ge-0/3/0
TNT1C104-M01Z-GH-EG,10.42.246.98,ge-0/3/1
TNT1C104-M02Z-GH-EG,10.42.246.99,ge-0/3/1
TANTC105-M01Z-GH-EG,10.42.246.106,ge-0/3/2
TANTC105-M02Z-GH-EG,10.42.246.107,ge-0/3/2
TNT1C106-M01Z-GH-EG,10.42.246.114,ge-0/3/3
TNT1C106-M02Z-GH-EG,10.42.246.115,ge-0/3/3
TANTA107-M01Z-GH-EG,10.42.246.122,ge-0/3/4
TANTA107-M02Z-GH-EG,10.42.246.123,ge-0/3/4
TANTC108-M01Z-GH-EG,10.42.246.154,ge-0/3/5
TANTC108-M02Z-GH-EG,10.42.246.155,ge-0/3/5
TANTC109-M01Z-GH-EG,10.42.247.18,ge-0/3/6
TANTC109-M02Z-GH-EG,10.42.247.19,ge-0/3/6
TANTC110-M01Z-GH-EG,10.42.247.26,ge-0/3/7
TANTC110-M02Z-GH-EG,10.42.247.27,ge-0/3/7
TNT1C111-M01H-GH-EG,10.50.172.146,ge-0/3/8
TNT1C112-M01H-GH-EG,10.50.172.154,ge-0/3/9
TNT1CB21-M01H-GH-EG,10.40.217.114,ge-1/0/6
TNT1CB21-M02H-GH-EG,10.40.217.115,ge-1/0/6
TNT1CB26-M01H-GH-EG,10.40.217.122,ge-1/0/7
TNT1CB26-M02H-GH-EG,10.40.217.123,ge-1/0/7
TNT1CB28-M01H-GH-EG,10.40.217.130,ge-1/0/8
TNT1CB29-M01H-GH-EG,10.40.217.138,ge-1/0/9
TNT1CB29-M02H-GH-EG,10.40.217.139,ge-1/0/9
TNT1CB31-M01H-GH-EG,10.40.217.146,ge-1/1/0
TNT1CB31-M02H-GH-EG,10.40.217.147,ge-1/1/0
TNT1CB34-M01H-GH-EG,10.40.217.154,ge-1/1/1
TNT1CB34-M02H-GH-EG,10.40.217.155,ge-1/1/1
TNTA1C40-M01H-GH-EG,10.40.217.170,ge-1/1/3
TNTA1C40-M02H-GH-EG,10.40.217.171,ge-1/1/3
TNTA1C41-M01H-GH-EG,10.40.217.178,ge-1/1/4
TNTA1C41-M02H-GH-EG,10.40.217.179,ge-1/1/4
TNTA1C42-M01H-GH-EG,10.40.217.186,ge-1/1/5
TNTA1C42-M02H-GH-EG,10.40.217.187,ge-1/1/5
TANT1C43-M01H-GH-EG,10.40.217.194,ge-1/1/6
TANT1C43-M02H-GH-EG,10.40.217.195,ge-1/1/6
TANT1C44-M01H-GH-EG,10.40.217.202,ge-1/1/7
TANT1C44-M02H-GH-EG,10.40.217.203,ge-1/1/7
Voice1071-M01H-C-EG,10.40.217.162,ge-1/1/9
Voice1072-M02H-C-EG,10.40.217.163,ge-1/1/9
FAQOUS13-M01Z-SHR-EG,10.41.86.18,ge-0/0/0
SNFIRC1-M02H-C-EG,10.41.28.10,ge-0/0/1
BNSRDSH-M02H-SHR-EG,10.41.28.11,ge-0/0/1
ASHKRCB3-M01H-SHR-EG,10.40.59.106,ge-0/0/3
ASHKRCB3-M02H-SHR-EG,10.40.59.107,ge-0/0/3
FAQUSC25-M01H-SHR-EG,10.50.202.26,ge-0/0/5
FAQOUS-M01H-SHR-EG,10.41.184.6,ge-0/0/7
FAQOUS-M02H-SHR-EG,10.41.174.78,ge-0/0/9
FAQUSC26-M01H-SHR-EG,10.50.202.34,ge-0/1/3
FAQUSC27-M01H-SHR-EG,10.50.202.42,ge-0/1/5
ELMGHRBY-M01H-SHR-EG,10.40.214.74,ge-0/1/9
ELMGHRBY-M02H-SHR-EG,10.40.214.75,ge-0/1/9
FAQOUS14-M01Z-SHR-EG,10.41.86.26,ge-0/2/1
FAQOUS15-M01Z-SHR-EG,10.41.86.34,ge-0/2/2
FAQUSC28-M01H-SHR-EG,10.50.202.50,ge-0/2/3
FAQUSC29-M01H-SHR-EG,10.50.202.58,ge-0/2/4
FAQUSC30-M01H-SHR-EG,10.50.202.66,ge-0/2/5
FAQUS34-M01H-SHR-EG,10.50.202.98,ge-0/2/6
FAQOUSC6-M01H-SHR-EG,10.41.243.66,ge-0/3/1
FAQOUSC7-M01H-SHR-EG,10.40.116.130,ge-0/3/2
FAQOUSC7-M02H-SHR-EG,10.40.116.131,ge-0/3/2
FAQOUSC8-M01H-SHR-EG,10.41.243.74,ge-0/3/3
FAQOUSC8-M02H-SHR-EG,10.41.243.75,ge-0/3/3
FOQSCB09-M01H-SHR-EG,10.41.243.82,ge-0/3/4
FOQSCB09-M02H-SHR-EG,10.41.243.83,ge-0/3/4
FAQUS35-M01H-SHR-EG,10.50.202.106,ge-0/3/5
FAQOUS-M03H-SHR-EG,10.41.169.182,ge-0/3/6
FAQOUS11-M01Z-SHR-EG,10.41.94.106,ge-0/3/7
FAQOUS12-M01Z-SHR-EG,10.41.94.114,ge-0/3/8
FAQUSC31-M01H-SHR-EG,10.50.202.74,ge-0/3/9
FAQUSC36-M01H-SHR-EG,10.50.202.114,ge-1/0/5
FAQOUS10-M01N-SHR-EG,10.42.86.18,ge-1/0/6
FAQOUS10-M02N-SHR-EG,10.42.86.19,ge-1/0/6
FAQOUS10-M03N-SHR-EG,10.42.86.20,ge-1/0/6
FAQUSC16-M01H-SHR-EG,10.42.17.114,ge-1/1/1
FAQUSC17-M01H-SHR-EG,10.42.17.122,ge-1/1/2
FAQUSC18-M01H-SHR-EG,10.42.17.130,ge-1/1/3
FQUSC20-M01H-SHR-EG,10.42.241.10,ge-1/1/5
FAQOUS21-M01N-SHR-EG,10.42.205.90,ge-1/1/6
FAQOUS21-M02N-SHR-EG,10.42.205.91,ge-1/1/6
FQUSC22-M01Z-SHR-EG,10.42.241.18,ge-1/1/7
FQUSC22-M02Z-SHR-EG,10.42.241.19,ge-1/1/7
FAQUSC32-M01H-SHR-EG,10.50.202.82,ge-1/1/8
FAQOUS33-M01H-SHR-EG,10.50.202.90,ge-1/1/9
SALAMC44-M01H-C-EG,10.40.155.2,ge-0/0/4
SALAMC44-M02H-C-EG,10.40.155.3,ge-0/0/4
SALAMC42-M01H-C-EG,10.40.155.10,ge-0/0/5
SALAMC42-M02H-C-EG,10.40.155.11,ge-0/0/5
SALAMC43-M01H-C-EG,10.40.155.18,ge-0/0/6
SALAMC43-M02H-C-EG,10.40.155.19,ge-0/0/6
SLMTC136-M01H-C-EG,10.50.67.226,ge-0/1/1
SALAMCB5-M01H-C-EG,10.40.11.154,ge-0/1/2
SALAMCB6-M01H-C-EG,10.40.11.162,ge-0/1/3
SALAMCB7-M01H-C-EG,10.40.11.170,ge-0/1/4
SALAMCB8-M01H-C-EG,10.40.11.178,ge-0/1/5
SALAMCB9-M01H-C-EG,10.40.11.186,ge-0/1/6
SALAMC10-M01H-C-EG,10.40.11.194,ge-0/1/7
SALAMC22-M01H-C-EG,10.40.13.146,ge-0/1/8
SLMTC137-M01H-C-EG,10.50.67.242,ge-0/1/9
SALAMCTY-M02H-C-EG,10.41.169.174,ge-0/2/0
SALAMC11-M01H-C-EG,10.40.11.202,ge-0/2/1
SALMCB12-M01H-C-EG,10.40.11.210,ge-0/2/2
SALMCB13-M01H-C-EG,10.40.11.218,ge-0/2/3
SALMCB14-M01H-C-EG,10.40.11.226,ge-0/2/4
SALMCB15-M01H-C-EG,10.40.11.234,ge-0/2/5
SALMCB16-M01H-C-EG,10.40.11.242,ge-0/2/6
SALMCB17-M01H-C-EG,10.40.11.250,ge-0/2/7
SALMCB18-M01H-C-EG,10.40.13.114,ge-0/2/8
SALAMC19-M01H-C-EG,10.40.13.122,ge-0/2/9
SALMCB20-M01H-C-EG,10.40.13.130,ge-0/3/0
SALMCB21-M01H-C-EG,10.40.13.138,ge-0/3/1
SLMCT133-M01H-C-EG,10.42.239.26,ge-0/3/5
SLMCTY63-M01H-C-EG,10.40.184.98,ge-0/3/6
SLMCTY64-M01H-C-EG,10.40.184.106,ge-0/3/8
SLMCTY25-M01H-C-EG,10.40.185.42,ge-0/3/9
SLMCTY41-M01H-C-EG,10.40.185.170,ge-1/0/0
SLMCTY42-M01H-C-EG,10.40.185.178,ge-1/0/1
SLMCTY43-M01H-C-EG,10.40.185.186,ge-1/0/2
SLMCTY44-M01H-C-EG,10.40.185.194,ge-1/0/3
SLMCTY45-M01H-C-EG,10.40.185.202,ge-1/0/4
SLMCTY62-M01H-C-EG,10.40.184.90,ge-1/0/5
SLMCTY26-M01H-C-EG,10.40.185.50,ge-1/0/6
SLMCTY27-M01H-C-EG,10.40.185.58,ge-1/0/7
SLMCTY28-M01H-C-EG,10.40.185.66,ge-1/0/8
SLMCTY29-M01H-C-EG,10.40.185.74,ge-1/0/9
SLMCTY30-M01H-C-EG,10.40.185.82,ge-1/1/0
SLMCTY31-M01H-C-EG,10.40.185.90,ge-1/1/1
SLMCTY32-M01H-C-EG,10.40.185.98,ge-1/1/2
SLMCTY33-M01H-C-EG,10.40.185.106,ge-1/1/3
SLMCTY80-M01Z-C-EG,10.41.44.106,ge-1/1/5
SLMCTY65-M01H-C-EG,10.40.184.114,ge-1/1/6
SLMCTY81-M01Z-C-EG,10.41.44.114,ge-1/1/7
SLMCTY82-M01Z-C-EG,10.41.44.122,ge-1/1/8
SLMCTY83-M01Z-C-EG,10.41.44.130,ge-1/1/9
SLMCTY46-M01H-C-EG,10.40.185.210,ge-1/2/0
SLMCTY47-M01H-C-EG,10.40.185.218,ge-1/2/1
SLMCTY48-M01H-C-EG,10.40.185.226,ge-1/2/2
SLMCTY49-M01H-C-EG,10.40.185.242,ge-1/2/3
SLMCTY50-M01H-C-EG,10.40.185.250,ge-1/2/4
SLMCTY51-M01H-C-EG,10.40.185.234,ge-1/2/5
SLMCTY52-M01H-C-EG,10.40.184.10,ge-1/2/6
SLMCTY53-M01H-C-EG,10.40.184.18,ge-1/2/7
SLMCTY54-M01H-C-EG,10.40.184.26,ge-1/2/8
SLMCTY55-M01H-C-EG,10.40.184.34,ge-1/2/9
SLMCTY56-M01H-C-EG,10.40.184.42,ge-1/3/0
SLMCTY57-M01H-C-EG,10.40.184.50,ge-1/3/1
SLMCTY58-M01H-C-EG,10.40.184.58,ge-1/3/2
SLMCTY59-M01H-C-EG,10.40.184.66,ge-1/3/3
SLMCTY60-M01H-C-EG,10.40.184.74,ge-1/3/4
SLMCTY61-M01H-C-EG,10.40.184.82,ge-1/3/5
SLMCTY66-M01H-C-EG,10.40.184.122,ge-1/3/6
SLMCTY67-M01H-C-EG,10.40.184.130,ge-1/3/7
SLMCTY68-M01H-C-EG,10.40.184.138,ge-1/3/8
SLMCTY69-M01H-C-EG,10.40.184.146,ge-1/3/9
GLMCB22-M01H-ALX-EG,10.41.72.26,ge-0/0/0
GLMCB22-M02H-ALX-EG,10.41.72.27,ge-0/0/0
GLEMCB5-M01H-ALX-EG,10.40.147.2,ge-0/0/1
GLEMCB5-M02H-ALX-EG,10.40.147.3,ge-0/0/1
GLEMCB6-M01H-ALX-EG,10.40.147.10,ge-0/0/2
GLEMCB6-M02H-ALX-EG,10.40.147.11,ge-0/0/2
GLMCB9-M01H-ALX-EG,10.40.147.26,ge-0/0/4
GLMCB9-M02H-ALX-EG,10.40.147.27,ge-0/0/4
GLEMCB2-M01H-ALX-EG,10.40.147.42,ge-0/0/5
GLEMCB2-M02H-ALX-EG,10.40.147.43,ge-0/0/5
GLEMCB10-M01H-ALX-EG,10.40.147.50,ge-0/0/6
GLEMCB10-M02H-ALX-E,10.40.147.51,ge-0/0/6
GLMCB37-M01Z-ALX-EG,10.50.97.82,ge-0/0/8
GLMC37-M02Z-ALX-EG,10.50.97.83,ge-0/0/8
GLEEMC16-M01H-ALX-EG,10.40.237.218,ge-0/2/3
GLEEMC16-M02H-ALX-EG,10.40.237.219,ge-0/2/3
GLEEMC17-M01H-ALX-EG,10.40.237.234,ge-0/2/4
GLEEMC17-M02H-ALX-EG,10.40.237.235,ge-0/2/4
GLMCB23-M01H-ALX-EG,10.41.72.34,ge-0/2/5
GLMCB23-M02H-ALX-EG,10.41.72.35,ge-0/2/5
GLEEMC19-M01H-ALX-EG,10.40.235.98,ge-0/2/8
GLEEMC19-M02H-ALX-EG,10.40.235.99,ge-0/2/8
GLMCB20-M01H-ALX-EG,10.40.235.106,ge-0/2/9
GLMCB20-M02H-ALX-EG,10.40.235.107,ge-0/2/9
GLEMC24-M01H-ALX-EG,10.41.72.42,ge-0/3/0
GLEMC24-M02H-ALX-EG,10.41.72.43,ge-0/3/0
GLEEM-M01H-ALX-EG,10.41.218.222,ge-0/3/1
GLEEM-M02H-ALX-EG,10.41.216.46,ge-0/3/2
GLMCB21-M01H-ALX-EG,10.40.12.98,ge-0/3/5
GLMCB21-M02H-ALX-EG,10.40.12.99,ge-0/3/5
GLEEMC36-M01Z-ALX-EG,10.50.97.74,ge-0/3/8
GLEEMC36-M02Z-ALX-EG,10.50.97.75,ge-0/3/8
GLMCB25-M01Z-ALX-EG,10.50.97.2,ge-1/0/8
GLMCB25-M02Z-ALX-EG,10.50.97.3,ge-1/0/8
GLMCB26-M01Z-ALX-EG,10.50.94.50,ge-1/1/0
GLMCB27-M01Z-ALX-EG,10.50.97.10,ge-1/1/3
GLMCB27-M02Z-ALX-EG,10.50.97.11,ge-1/1/3
GLMCB28-M01Z-ALX-EG,10.50.97.18,ge-1/1/4
GLMCB28-M02Z-ALX-EG,10.50.97.19,ge-1/1/4
GLMCB29-M01Z-ALX-EG,10.50.97.26,ge-1/1/5
GLMCB29-M02Z-ALX-EG,10.50.97.27,ge-1/1/5
GLEEMC30-M01Z-ALX-EG,10.50.97.34,ge-1/1/6
GLEEMC30-M02Z-ALX-EG,10.50.97.35,ge-1/1/6
GLMCB31-M01Z-ALX-EG,10.50.97.42,ge-1/1/7
GLMCB31-M02Z-ALX-EG,10.50.97.43,ge-1/1/7
GLEEMC32-M01Z-ALX-EG,10.50.97.50,ge-1/1/8
GLEEMC32-M02Z-ALX-EG,10.50.97.51,ge-1/1/8
BRGSN1C1-M01H-ALX-EG,10.40.60.2,ge-0/0/1
BRGSN1C2-M01H-ALX-EG,10.40.60.10,ge-0/0/2
BRGSN3C1-M01H-ALX-EG,10.40.60.18,ge-0/0/3
BRGSN3C2-M01H-ALX-EG,10.40.60.26,ge-0/0/4
BRGSN2C1-M01H-ALX-EG,10.40.60.34,ge-0/0/5
BRGSN2C2-M01H-ALX-EG,10.40.60.42,ge-0/0/6
BRGSN2C3-M01H-ALX-EG,10.40.60.50,ge-0/0/7
BRGSN4C1-M01H-ALX-EG,10.40.60.58,ge-0/0/8
BRGSN4C2-M01H-ALX-EG,10.40.60.66,ge-0/0/9
BRGARB15-M01H-ALX-EG,10.40.240.26,ge-0/1/0
BRGDCB10-M01H-ALX-EG,10.40.60.202,ge-0/1/3
BRGDCB10-M02H-ALX-EG,10.40.60.203,ge-0/1/3
BRGDCB13-M01H-ALX-EG,10.40.60.226,ge-0/1/4
BRGDCB13-M02H-ALX-EG,10.40.60.227,ge-0/1/4
BRGDCB12-M01H-ALX-EG,10.40.60.218,ge-0/1/6
BRGDCB12-M02H-ALX-EG,10.40.60.219,ge-0/1/6
ENBALX1-M01Z-ALX-EG,10.40.172.130,ge-0/2/2
ENBALX2-M01Z-ALX-EG,10.40.172.138,ge-0/2/3
ENBALX3-M01Z-ALX-EG,10.40.172.146,ge-0/2/4
BRGRC1-M01Z-ALX-EG,10.42.18.130,ge-0/2/5
BRGRC2-M01Z-ALX-EG,10.40.172.162,ge-0/2/6
BRGARB16-M01H-ALX-EG,10.40.240.34,ge-0/2/7
BRGARB17-M01H-ALX-EG,10.40.240.42,ge-0/2/8
BRGARB18-M01H-ALX-EG,10.40.240.50,ge-0/2/9
BRGARB19-M01H-ALX-EG,10.40.240.58,ge-0/3/0
BRGARB20-M01H-ALX-EG,10.40.240.66,ge-0/3/1
BRGARB21-M01H-ALX-EG,10.40.240.74,ge-0/3/2
BRGARB22-M01H-ALX-EG,10.40.240.82,ge-0/3/3
BRGARB23-M01H-ALX-EG,10.40.240.90,ge-0/3/4
BRGARB24-M01H-ALX-EG,10.40.240.98,ge-0/3/5
BRGARB25-M01H-ALX-EG,10.40.240.106,ge-0/3/6
BRGARB26-M01H-ALX-EG,10.40.240.114,ge-0/3/7
BRGARB27-M01H-ALX-EG,10.41.229.66,ge-1/0/3
BRGARB28-M01H-ALX-EG,10.41.229.74,ge-1/0/4
BARBC29-M01H-ALX-EG,10.41.229.82,ge-1/0/5
BRGARB30-M01H-ALX-EG,10.41.229.90,ge-1/0/6
BARBC31-M01H-ALX-EG,10.41.229.98,ge-1/0/7
BRGARB32-M01H-ALX-EG,10.41.229.106,ge-1/0/8
BRGARB33-M01H-ALX-EG,10.41.229.114,ge-1/0/9
BRGARB34-M01H-ALX-EG,10.41.229.122,ge-1/1/0
